"brand","model","screenSize","screenTech","star","energyConsumption"
"kogan","KAQL75Q97TE",75,"LED",4.5,685
"kogan","KAQL75Q97T*",75,"LED",4.5,685
"kogan","KAQL85MQXTB",85,"LED",3.5,1080
"kogan","KAQL85MQXTC",85,"LED",3.5,1080
"kogan","KAQL85MQXTD",85,"LED",3.5,1080
"kogan","KAQL85MQXT*",85,"LED",3.5,1080
"kogan","KAQL75MQXTB",75,"LED",3.5,850
"kogan","KAQL75MQXTC",75,"LED",3.5,850
"kogan","KAQL75MQXTD",75,"LED",3.5,850
"kogan","KAQL75MQXT*",75,"LED",3.5,850
"kogan","KAQL65MQXTB",65,"LED",2.5,810
"kogan","KAQL65MQXTC",65,"LED",2.5,810
"kogan","KAQL65MQXTD",65,"LED",2.5,810
"kogan","KAQL65MQXT*",65,"LED",2.5,810
"kogan","KAQL65MQ9ZTA",65,"LED",4,579
"kogan","KAQL65MQ9ZTB",65,"LED",4,579
"kogan","KAQL65MQ9ZTC",65,"LED",4,579
"kogan","KAQL65MQ9ZTD",65,"LED",4,579
"kogan","KAQL65MQ9ZTE",65,"LED",4,579
"kogan","KAQL65MQ9ZT*",65,"LED",4,579
"kogan","KAQL75MQ9ZTA",75,"LED",3.5,853
"kogan","KAQL75MQ9ZTB",75,"LED",3.5,853
"kogan","KAQL75MQ9ZTC",75,"LED",3.5,853
"kogan","KAQL75MQ9ZTD",75,"LED",3.5,853
"kogan","KAQL75MQ9ZTE",75,"LED",3.5,853
"kogan","KAQL75MQ9ZT*",75,"LED",3.5,853
"kogan","KAQL100MQ9ZTA",100,"LED",5.5,955
"kogan","KAQL100MQ9ZTB",100,"LED",5.5,955
"kogan","KAQL100MQ9ZTC",100,"LED",5.5,955
"kogan","KAQL100MQ9ZTD",100,"LED",5.5,955
"kogan","KAQL100MQ9ZTE",100,"LED",5.5,955
"kogan","KAQL100MQ9ZT*",100,"LED",5.5,955
"telefunken","TL430TQZ",43,"LED",5,215
"telefunken","TL430TQZ1",43,"LED",5,215
"telefunken","TL430TQZ2",43,"LED",5,215
"telefunken","TL430TQZ3",43,"LED",5,215
"qbell","QTF50T",50,"LED",6,228
"samsung","UA65U8000HW",65,"LED",5.5,412
"samsung","UA65U8000HS",65,"LED",5.5,412
"samsung","UA65U8500HW",65,"LED",5.5,412
"samsung","UA65U8500HS",65,"LED",5.5,412
"samsung","UA65U8*00H*",65,"LED",5.5,412
"samsung","UA55U8000HW",55,"LED",5.5,291
"samsung","UA55U8000HS",55,"LED",5.5,291
"samsung","UA55U8500HW",55,"LED",5.5,291
"samsung","UA55U8500HS",55,"LED",5.5,291
"samsung","UA55U8*00H*",55,"LED",5.5,291
"kogan","KAL50U96VA",49,"LED",5.5,247
"kogan","KAL50U96VB",49,"LED",5.5,247
"kogan","KAL50U96VC",49,"LED",5.5,247
"kogan","KAL50U96VA, KAL50U96V,KAL50U96VC",49,"LED",5.5,247
"kogan","KAL55U96VA",55,"LED",5,335
"kogan","KAL55U96VB",55,"LED",5,335
"kogan","KAL55U96VC",55,"LED",5,335
"kogan","KAL55U96VA,KAL55U96VB,KAL55U96VC",55,"LED",5,335
"samsung","QA85QN80HAW",85,"LED",4.5,817
"samsung","QA85QN80HAS",85,"LED",4.5,817
"samsung","QA85QN80HA*",85,"LED",4.5,817
"samsung","QA65S85HAE",65,"LED",4.5,470
"samsung","QA55S85HAE",55,"LED",4.5,368
"samsung","QA75QN80HAW",75,"LED",4,693
"samsung","QA75QN80HAS",75,"LED",4,693
"samsung","QA75QN80HA*",75,"LED",4,693
"samsung","QA55S90HAW",55,"LED",4,397
"samsung","QA55S90HAS",55,"LED",4,397
"samsung","QA55S90HA*",55,"LED",4,397
"samsung","UA55M80HAW",55,"LED",5.5,277
"samsung","UA55M80HAS",55,"LED",5.5,277
"samsung","UA55M80HA*",55,"LED",5.5,277
"lg","86QNED86BSA",86,"LED",7,503
"lg","86QNED87B6A",86,"LED",7,503
"belgique","CCA-BFHD24TV",24,"LCD",6,67
"belgique","VK-2401D",24,"LCD",6,67
"belgique","CCA-BFHD32TV",32,"LCD",5,131
"belgique","VK-3201D",32,"LCD",5,131
"belgique","CCA-BFHD40TV",39,"LCD",3.5,256
"belgique","VK-4001D",39,"LCD",3.5,256
"samsung","UA58U8000HS",58,"LED",5,353
"samsung","UA70U8000HS",70,"LED",5.5,470
"kogan","KAQL55MQ9ZTA",55,"LED",4,426
"kogan","KAQL55MQ9ZTB",55,"LED",4,426
"kogan","KAQL55MQ9ZTC",55,"LED",4,426
"kogan","KAQL55MQ9ZTD",55,"LED",4,426
"kogan","KAQL55MQ9ZTE",55,"LED",4,426
"kogan","KAQL55MQ9ZT*",55,"LED",4,426
"telefunken","TL320TQ1",32,"LED",5,131
"telefunken","TL320QT",32,"LED",5,131
"telefunken","TL320QT2",32,"LED",5,131
"telefunken","TL320QT3",32,"LED",5,131
"samsung","QA55QN80HAW",55,"LED",4.5,375
"samsung","QA55QN80HAS",55,"LED",4.5,375
"samsung","QA55QN80HA*",55,"LED",4.5,375
"samsung","QA65QN80HAW",65,"LED",4,562
"samsung","QA65QN80HAS",65,"LED",4,562
"samsung","QA65QN80HA*",65,"LED",4,562
"samsung","MRA75R95HAW",75,"LED",4,744
"samsung","MRA75R95HAS",75,"LED",4,744
"samsung","MRA75R95HA*",75,"LED",4,744
"samsung","MRA85R95HAW",85,"LED",4,952
"samsung","MRA85R95HAS",85,"LED",4,952
"samsung","MRA85R95HA*",85,"LED",4,952
"samsung","MRA65R95HAW",65,"LED",4,562
"samsung","MRA65R95HAS",65,"LED",4,562
"samsung","MRA65R95HA*",65,"LED",4,562
"lg","OLED55G66LW",55,"OLED",5,338
"lg","OLED65G66LW",65,"OLED",5.5,411
"lg","OLED77G66LW",77,"OLED",6,514
"lg","OLED83G66LW",83,"OLED",6,568
"chiq","U50QM10",50,"LED",5,276
"lg","55LX7BPSA",55,"LED",5,313
"lg","55LX7B6LA",55,"LED",5,313
"lg","55LX7BPUA",55,"LED",5,313
"lg","55LX7BKNA",55,"LED",5,313
"lg","55LX7B###",55,"LED",5,313
"lg","65LX7BPSA",65,"LED",6,368
"lg","65LX7B6LA",65,"LED",6,368
"lg","65LX7BPUA",65,"LED",6,368
"lg","65LX7BKNA",65,"LED",6,368
"lg","65LX7B###",65,"LED",6,368
"belgique","CCA-BFHD**TV",39,"LCD",3.5,256
"sony","K-55XR70M2",55,"LED",4,392
"skyworth","43Q5600H",43,"LED",6,165
"kogan","KAL65U96VA",65,"LED",4.5,506
"kogan","KAL65U96VB",65,"LED",4.5,506
"kogan","KAL65U96VC",65,"LED",4.5,506
"kogan","KAL65U96VA, KAL65U96VB, KAL65U96VC",65,"LED",4.5,506
"lg","OLED97G6PSA",97,"OLED",5.5,835
"lg","OLED97G66LW",97,"OLED",5.5,835
"kogan","KAL32R98VA",31,"LED",4,152
"kogan","KAL32R98VB",31,"LED",4,152
"kogan","KAL32R98VC",31,"LED",4,152
"kogan","KAL32R98VA, KAL32R98VB,KAL32R98VC",31,"LED",4,152
"myvi","UR-LED2406DVD",24,"LCD",5,84
"myvi","UR-LED3206DVD",32,"LCD",4,160
"coocaa","65X66CH",65,"LED",6,310
"samsung","QA42S90HAE",42,"LED",4,244
"samsung","QA48S85HAE",48,"LED",4,317
"samsung","QA55S95HAW",55,"LED",4,386
"samsung","QA55S95HAS",55,"LED",4,386
"samsung","QA55S95HA*",55,"LED",4,386
"lg","50NU805BPSC",49,"LED",5,276
"lg","43NU805BPSC",43,"LED",5,213
"kogan","KAQL85MQ9TA",85,"LED",4.5,871
"kogan","KAQL85MQ9TB",85,"LED",4.5,871
"kogan","KAQL85MQ9TC",85,"LED",4.5,871
"kogan","KAQL85MQ9TD",85,"LED",4.5,871
"kogan","KAQL85MQ9TE",85,"LED",4.5,871
"kogan","KAQL85MQ9T*",85,"LED",4.5,871
"coocaa","43Q56CH",43,"LED",6,160
